signal_mean_A,signal_std_A,signal_mean_T,signal_std_T,signal_mean_C,signal_std_C,signal_mean_G,signal_std_G
6.7903695107,25.6794853210,7.1979618073,26.5301380157,11.6759853363,31.4902572632,10.8032293320,29.5038223267
